ALS|GLON(deg)|GLAT(deg)
18589|  189.77|    0.34
17363|  195.62|   -2.91
 8736|  188.93|    0.80
 8737|  188.06|    1.30
 8746|  207.91|   -9.38
 8742|  194.14|   -1.98
   13|  194.15|   -1.98
 8741|  189.84|    0.42
 8740|  188.28|    1.30
18588|  189.87|    0.45
 8743|  187.01|    2.04
17597|  186.39|    2.41
   14|  194.46|   -2.05
 8745|  189.87|    0.49
19599|  216.90|  -13.67
 8747|  188.91|    1.06
 8744|  179.78|    6.07
 8756|  212.71|  -11.62
 8748|  189.91|    0.55
 8751|  190.04|    0.48
 8750|  188.00|    1.62
 8749|  187.78|    1.74
 8752|  187.75|    1.77
 8753|  189.95|    0.58
17694|  190.05|    0.54
 8754|  188.17|    1.58
 8755|  189.94|    0.61
 8757|  196.54|   -3.00
17641|  195.70|   -2.54
14863|  263.30|  -27.68
 8758|  187.81|    1.90
19972|  187.94|    1.87
 8760|  188.57|    1.55
 8759|  179.55|    6.45
 8761|  194.47|   -1.66
 8764|  196.16|   -2.57
 8765|  196.58|   -2.80
18586|  190.05|    0.80
 8762|  190.07|    0.79
 8763|  190.07|    0.80
14656|  151.93|   19.33
18587|  190.08|    0.81
17606|  190.12|    0.80
15761|  197.64|   -3.33
 8776|  190.50|    0.61
 8768|  196.64|   -2.75
 8766|  185.43|    3.41
 8769|  189.28|    1.34
   15|  191.62|    0.07
 8770|  189.87|    1.04
 8767|  183.67|    4.43
 8771|  187.23|    2.51
18669|  192.92|   -0.60
19973|  192.99|   -0.60
 8772|  187.35|    2.50
 8773|  189.27|    1.46
 8775|  188.24|    2.05
16185|  214.32|  -11.77
 8777|  187.45|    2.50
14659|  221.65|  -15.18
 8774|  185.47|    3.58
 8780|  190.46|    0.86
16799|  195.81|   -2.06
 8781|  190.14|    1.05
 8782|  190.15|    1.04
 8783|  201.82|   -5.31
 8779|  186.46|    3.07
 8778|  181.82|    5.58
 8787|  194.63|   -1.35
   16|  194.63|   -1.35
 8789|  196.30|   -2.25
14658|  199.24|   -3.84
 8786|  190.69|    0.83
 8784|  189.08|    1.71
   17|  192.52|   -0.15
 8791|  190.43|    1.02
 8790|  186.59|    3.12
 8785|  181.52|    5.86
 8792|  187.44|    2.68
 8788|  180.56|    6.38
18668|  192.60|   -0.13
 8793|  188.28|    2.24
   18|  192.58|   -0.08
 8795|  195.68|   -1.77
17291|  224.88|  -16.35
 8794|  188.13|    2.39
19914|  199.38|   -3.71
 8796|  187.30|    2.88
   19|  192.63|   -0.02
 8797|  187.47|    2.81
17607|  191.74|    0.50
 8802|  208.40|   -8.43
 8799|  188.82|    2.11
 8798|  186.42|    3.42
 8800|  186.32|    3.51
 8801|  188.38|    2.43
 8807|  202.02|   -4.97
 8808|  200.85|   -4.31
   20|  192.33|    0.32
 8804|  188.64|    2.34
 8803|  187.87|    2.76
 8805|  187.95|    2.74
   21|  194.00|   -0.54
 8806|  187.89|    2.79
   22|  193.42|   -0.21
 8809|  188.76|    2.34
   23|  192.46|    0.33
 8811|  190.82|    1.25
 8810|  189.37|    2.04
   24|  191.88|    0.67
 8812|  188.89|    2.37
19974|  236.59|  -20.45
   26|  193.63|   -0.17
   25|  192.36|    0.53
 8814|  188.46|    2.65
18671|  196.45|   -1.68
17608|  193.30|    0.03
18670|  196.46|   -1.67
18007|  191.67|    0.95
 8813|  177.75|    8.38
18672|  197.78|   -2.32
   27|  191.96|    0.84
15897|  195.73|   -1.19
17193|  167.38|   13.47
18673|  197.82|   -2.30
 8817|  196.49|   -1.55
   28|  191.95|    0.91
 8815|  189.08|    2.50
 8816|  189.09|    2.50
 8818|  190.19|    1.92
 8819|  190.33|    1.86
   29|  192.83|    0.51
16423|  217.00|  -12.07
 8820|  188.97|    2.61
 8821|  190.03|    2.04
 8822|  188.92|    2.65
 8823|  189.34|    2.44
 8825|  198.67|   -2.61
17233|  276.13|  -28.24
 8827|  197.71|   -2.04
14660|  205.02|   -5.94
 8824|  187.59|    3.45
18019|  196.21|   -1.20
 8826|  190.20|    2.06
16659|  224.13|  -15.15
 8828|  188.77|    2.91
 8829|  188.03|    3.32
 8832|  197.11|   -1.54
 8833|  197.92|   -1.98
 8830|  187.78|    3.50
 8831|  189.21|    2.75
   30|  195.31|   -0.48
 8834|  189.56|    2.64
   31|  192.56|    1.05
 8838|  197.00|   -1.34
 8836|  189.36|    2.79
16560|  202.70|   -4.38
 8835|  187.99|    3.53
 8837|  190.78|    2.05
15898|  194.96|   -0.19
 8840|  198.48|   -2.06
 8839|  186.08|    4.65
 8841|  189.20|    3.00
 8842|  188.48|    3.42
14594|  199.10|   -2.28
 8848|  207.47|   -6.70
 8843|  191.53|    1.84
   32|  191.53|    1.84
 8845|  189.27|    3.09
 8846|  188.68|    3.42
 8844|  184.99|    5.38
 8847|  189.06|    3.23
 8850|  189.79|    2.86
 8851|  190.95|    2.25
 8849|  186.45|    4.66
17292|  227.52|  -16.05
 8853|  190.95|    2.31
 8852|  188.08|    3.85
 8855|  188.84|    3.45
 8854|  188.30|    3.74
 8856|  188.82|    3.48
 8857|  189.10|    3.34
 8863|  205.14|   -5.23
 8861|  196.19|   -0.44
 8858|  188.83|    3.51
 8859|  188.82|    3.52
 8865|  199.27|   -2.06
 8860|  188.71|    3.61
   33|  195.65|   -0.10
 8862|  188.94|    3.50
 8867|  196.34|   -0.45
 8864|  188.77|    3.63
14864|  228.51|  -16.27
 8866|  188.87|    3.59
 8868|  189.65|    3.18
16561|  193.88|    0.92
19915|  197.92|   -1.23
 8870|  191.04|    2.51
 8869|  188.49|    3.87
 8873|  197.74|   -1.06
 8871|  188.67|    3.79
 8872|  188.10|    4.13
 8877|  196.00|   -0.08
 8874|  188.85|    3.76
   34|  193.03|    1.55
 8875|  188.69|    3.87
16200|  216.36|  -10.59
 8876|  188.13|    4.16
14796|  189.74|    3.33
 8879|  190.59|    2.88
 8878|  189.57|    3.42
 8881|  189.76|    3.33
 8880|  188.23|    4.15
 8882|  188.73|    3.90
 8883|  188.32|    4.13
19755|  218.97|  -11.76
 8884|  188.24|    4.18
 8886|  189.72|    3.40
 8885|  187.89|    4.38
 8889|  190.83|    2.85
 8887|  188.12|    4.29
 8888|  188.24|    4.24
19916|  202.50|   -3.34
14865|  237.52|  -19.43
 8890|  188.78|    4.00
17654|  197.76|   -0.77
 8891|  188.75|    4.05
14797|  241.63|  -20.78
 8893|  199.17|   -1.47
 8895|  202.67|   -3.33
 8892|  187.29|    4.87
 8896|  199.41|   -1.57
 8899|  199.74|   -1.71
 8898|  199.00|   -1.32
 8894|  188.37|    4.37
 8897|  188.42|    4.35
 8900|  189.84|    3.63
 8903|  205.38|   -4.60
19550|  190.76|    3.17
   35|  195.20|    0.85
   38|  220.17|  -11.94
 8905|  203.74|   -3.67
 8901|  185.29|    6.10
 8902|  189.19|    4.08
19264|  185.72|    5.92
 8907|  200.84|   -2.07
   36|  192.56|    2.35
 8908|  200.43|   -1.84
 8904|  186.23|    5.68
 8906|  186.56|    5.56
 8912|  196.87|    0.12
 8913|  200.11|   -1.58
 8914|  199.90|   -1.46
 8911|  187.45|    5.14
 8909|  186.25|    5.76
 8910|  186.24|    5.77
   37|  195.85|    0.76
16224|  261.85|  -25.67
19271|  186.27|    5.81
18616|  202.20|   -2.60
 8915|  186.30|    5.85
 8916|  186.97|    5.53
15801|  226.06|  -14.27
 8918|  201.50|   -2.13
   39|  195.54|    1.10
 8917|  189.42|    4.33
 8920|  200.89|   -1.69
   40|  194.69|    1.60
19975|  195.06|    1.41
 8919|  191.81|    3.14
 8923|  202.74|   -2.64
16201|  206.36|   -4.52
 8925|  200.36|   -1.34
   41|  196.34|    0.80
 8924|  196.34|    0.80
 8921|  189.18|    4.58
 8922|  191.66|    3.29
 8928|  201.24|   -1.71
 8927|  189.92|    4.28
17338|  227.89|  -14.78
 8926|  186.63|    6.00
 8930|  199.55|   -0.78
19640|  196.92|    0.64
 8934|  208.11|   -5.25
 8933|  202.42|   -2.25
 8931|  192.15|    3.18
 8929|  187.26|    5.73
   42|  195.47|    1.44
 8935|  200.40|   -1.15
 8936|  212.47|   -7.41
 8932|  185.97|    6.44
   43|  192.96|    2.87
 8937|  202.63|   -2.21
19917|  211.13|   -6.62
   44|  192.40|    3.21
16424|  183.50|    7.85
17655|  197.56|    0.56
   45|  192.38|    3.30
 8940|  205.39|   -3.55
19265|  186.10|    6.56
 8938|  192.31|    3.36
   46|  192.32|    3.36
 8939|  192.32|    3.36
   47|  192.32|    3.36
   48|  192.46|    3.30
   49|  193.99|    2.51
 8941|  199.56|   -0.41
   50|  192.30|    3.46
   51|  192.43|    3.40
 8943|  202.70|   -2.00
   52|  194.91|    2.11
 8942|  192.15|    3.58
   53|  192.52|    3.44
19253|  191.52|    4.02
 8944|  187.33|    6.22
   55|  196.00|    1.72
 8945|  205.42|   -3.23
   54|  192.45|    3.59
   56|  195.77|    1.86
 8946|  202.97|   -1.90
 8949|  208.29|   -4.68
   61|  217.64|   -9.34
 8948|  198.48|    0.52
   57|  195.24|    2.24
19976|  196.33|    1.68
 8947|  190.11|    4.94
 8950|  201.83|   -1.16
19641|  219.38|  -10.07
   58|  194.77|    2.64
   59|  194.25|    2.93
 8951|  196.96|    1.52
   60|  194.50|    2.82
 8952|  200.91|   -0.55
 8953|  206.74|   -3.55
   62|  194.85|    2.75
 8954|  209.74|   -4.98
16186|  214.52|   -7.39
 8955|  210.66|   -5.41
15883|  222.09|  -10.98
   63|  196.10|    2.26
 8958|  214.29|   -7.16
   64|  195.10|    2.80
   65|  195.47|    2.63
 8956|  189.03|    5.98
 8957|  200.30|    0.16
 8960|  210.85|   -5.30
 8959|  192.42|    4.35
   66|  194.47|    3.31
   67|  195.07|    3.05
 8963|  214.12|   -6.79
 8962|  209.39|   -4.36
 8961|  192.73|    4.35
   68|  193.94|    3.74
   69|  194.89|    3.28
 8965|  211.89|   -5.52
14661|  204.15|   -1.51
 8966|  202.47|   -0.58
 8964|  189.41|    6.21
 8967|  207.98|   -3.40
15762|  206.68|   -2.67
 8968|  205.33|   -1.95
 8970|  206.37|   -2.49
14662|  222.42|  -10.51
 8969|  201.81|   -0.09
   70|  195.25|    3.34
16337|  236.17|  -16.46
17642|  201.63|    0.05
 8971|  209.92|   -4.25
 8972|  209.72|   -4.14
 8973|  209.35|   -3.94
17643|  201.88|   -0.03
17947|  201.34|    0.29
 8974|  200.85|    0.55
18059|  200.62|    0.68
 8975|  200.62|    0.68
 8976|  201.93|    0.02
 8977|  206.33|   -2.25
19360|  206.17|   -2.14
16808|  206.34|   -2.20
 8978|  206.34|   -2.20
15334|  206.33|   -2.20
 8979|  206.35|   -2.20
15335|  206.43|   -2.22
 8980|  205.17|   -1.56
 8981|  206.20|   -2.09
16562|  200.20|    1.04
   71|  195.51|    3.48
   74|  220.15|   -9.11
   75|  223.62|  -10.76
14798|  232.11|  -14.53
 8982|  206.31|   -2.09
 8983|  206.22|   -2.04
 8984|  206.31|   -2.07
20042|  268.03|  -25.40
16810|  206.32|   -2.06
16807|  206.33|   -2.06
 8985|  206.33|   -2.06
 8986|  206.37|   -2.08
16809|  206.19|   -1.98
 8987|  206.19|   -1.98
 8988|  206.39|   -2.06
16806|  206.39|   -2.06
   72|  195.69|    3.50
 8989|  206.44|   -2.07
14595|  207.54|   -2.65
 8990|  206.25|   -1.97
 8991|  206.31|   -2.00
15336|  206.37|   -1.98
 8992|  206.50|   -2.04
 8993|  206.10|   -1.81
 8994|  206.56|   -2.02
15338|  206.56|   -2.02
14866|  240.46|  -17.68
 8995|  201.77|    0.51
 8998|  217.55|   -7.57
   76|  217.53|   -7.56
   73|  193.33|    4.88
 8997|  209.95|   -3.70
17822|  221.67|   -9.54
 8996|  204.30|   -0.75
 8999|  205.66|   -1.44
 9001|  206.43|   -1.84
 9000|  201.67|    0.67
 9002|  208.63|   -2.94
15339|  206.40|   -1.77
 9003|  208.61|   -2.91
18625|  232.56|  -14.37
 9004|  210.25|   -3.71
 9006|  203.48|   -0.15
 9007|  208.12|   -2.55
15851|  206.18|   -1.54
 9013|  216.96|   -7.04
 9008|  207.25|   -2.09
15340|  206.62|   -1.75
 9010|  209.18|   -3.08
 9012|  208.51|   -2.71
 9009|  203.77|   -0.25
 9011|  206.67|   -1.75
17609|  206.04|   -1.40
 9005|  189.39|    7.14
 9015|  206.45|   -1.61
 9016|  206.90|   -1.84
 9017|  206.78|   -1.76
 9014|  200.21|    1.66
 9019|  206.75|   -1.66
 9020|  208.93|   -2.78
 9022|  208.84|   -2.73
 9024|  210.77|   -3.72
 9021|  206.45|   -1.48
 9028|  208.49|   -2.53
 9023|  206.23|   -1.35
 9025|  206.29|   -1.38
 9018|  199.06|    2.37
 9029|  208.73|   -2.63
 9026|  203.25|    0.22
 9027|  201.07|    1.37
14596|  203.59|    0.09
 9030|  208.93|   -2.66
 9032|  208.59|   -2.40
15830|  261.93|  -23.73
 9031|  201.17|    1.46
   77|  195.78|    4.23
   78|  195.93|    4.19
18626|  234.72|  -14.80
 9034|  210.29|   -3.19
 9033|  191.81|    6.34
17194|  181.90|   11.18
 9035|  202.38|    1.02
 9036|  201.77|    1.35
 9037|  208.72|   -2.25
 9038|  204.09|    0.18
 9039|  206.44|   -1.02
16425|  207.17|   -1.37
 9041|  206.93|   -1.23
 9040|  202.05|    1.32
 9043|  205.80|   -0.54
18066|  253.34|  -21.21
 9044|  201.57|    1.67
 9045|  206.92|   -1.09
 9042|  193.25|    5.93
 9046|  204.58|    0.15
 9047|  207.08|   -1.11
   79|  195.89|    4.73
 9052|  210.58|   -2.81
 9050|  205.92|   -0.40
 9051|  206.77|   -0.84
 9053|  206.15|   -0.50
 9049|  200.05|    2.66
16225|  252.17|  -20.69
 9054|  205.88|   -0.31
 9048|  191.70|    6.92
14663|  219.11|   -6.99
 9055|  208.17|   -1.42
 9056|  210.70|   -2.70
15802|  251.94|  -20.54
 9058|  208.16|   -1.36
 9057|  206.98|   -0.75
 9060|  209.25|   -1.88
 9059|  202.61|    1.55
   80|  196.59|    4.64
18677|  210.77|   -2.60
18676|  210.77|   -2.60
18675|  210.77|   -2.60
15891|  206.11|   -0.18
 9064|  210.26|   -2.30
 9061|  207.33|   -0.79
 9062|  207.10|   -0.66
18674|  210.79|   -2.55
 9066|  207.35|   -0.77
 9067|  207.33|   -0.75
 9072|  215.35|   -4.86
 9063|  203.08|    1.44
 9068|  206.00|   -0.06
 9071|  207.35|   -0.74
 9073|  210.03|   -2.11
 9069|  199.29|    3.44
 9075|  206.98|   -0.49
 9074|  205.35|    0.35
16563|  175.32|   14.77
16426|  207.31|   -0.65
 9065|  190.90|    7.68
 9070|  189.41|    8.45
 9077|  215.43|   -4.76
   82|  219.24|   -6.65
 9076|  203.76|    1.27
 9078|  212.86|   -3.41
16761|  240.81|  -16.30
 9079|  208.12|   -0.94
 9080|  208.97|   -1.37
 9081|  208.31|   -1.00
17339|  186.24|   10.09
 9082|  204.15|    1.18
 9084|  209.85|   -1.71
   81|  197.55|    4.63
 9083|  197.55|    4.63
18627|  233.15|  -12.96
 9086|  215.82|   -4.67
 9085|  201.32|    2.85
 9087|  211.99|   -2.63
16427|  206.02|    0.49
 9089|  207.47|   -0.26
 9088|  202.99|    2.07
16606|  202.99|    2.07
14664|  203.12|    2.03
16762|  256.62|  -21.39
   83|  222.66|   -7.82
 9090|  202.94|    2.20
 9092|  210.43|   -1.63
16202|  211.31|   -2.08
 9091|  203.34|    2.04
 9095|  208.11|   -0.38
 9093|  203.58|    1.96
 9094|  201.07|    3.27
18628|  233.93|  -12.92
 9096|  206.36|    0.58
 9097|  203.38|    2.21
 9098|  206.21|    0.80
19918|  226.25|   -9.26
14597|  221.28|   -6.79
17195|  195.12|    6.49
18629|  232.14|  -11.89
 9099|  210.41|   -1.17
 9101|  211.91|   -1.86
 9100|  200.80|    3.84
 9102|  213.21|   -2.49
 9103|  213.35|   -2.52
 9105|  216.18|   -3.96
 9104|  208.16|    0.18
 9106|  205.59|    1.57
 9107|  208.85|   -0.10
 9108|  208.54|    0.06
 9110|  205.92|    1.48
   84|  223.66|   -7.50
 9109|  201.60|    3.71
 9111|  205.95|    1.50
 9112|  211.46|   -1.28
 9113|  208.13|    0.46
 9114|  211.48|   -1.26
 9115|  209.34|   -0.13
 9116|  212.72|   -1.86
14867|  240.53|  -14.98
 9117|  207.73|    0.74
 9119|  211.90|   -1.40
 9120|  211.63|   -1.25
18691|  211.93|   -1.39
18690|  211.88|   -1.34
 9122|  208.89|    0.21
 9123|  212.36|   -1.56
 9121|  201.42|    4.04
 9124|  211.63|   -1.17
 9118|  192.46|    8.49
18692|  212.00|   -1.32
16203|  240.11|  -14.68
14598|  201.29|    4.16
18693|  212.00|   -1.31
 9127|  209.70|   -0.12
16226|  256.46|  -20.56
 9128|  212.26|   -1.41
14599|  210.32|   -0.41
 9126|  203.24|    3.22
 9125|  200.34|    4.69
18630|  235.47|  -12.65
 9129|  211.93|   -1.15
14868|  240.50|  -14.73
17442|  230.76|  -10.42
 9130|  209.15|    0.32
18680|  218.81|   -4.59
18679|  218.81|   -4.58
   85|  218.81|   -4.57
 9132|  210.07|   -0.11
18681|  218.83|   -4.57
 9131|  200.99|    4.54
 9133|  213.58|   -1.88
16275|  238.52|  -13.79
17823|  224.71|   -7.43
18682|  218.67|   -4.41
18683|  218.67|   -4.41
 9134|  209.12|    0.51
 9135|  210.10|    0.02
15099|  231.11|  -10.39
   86|  219.04|   -4.51
 9136|  208.76|    0.75
18631|  234.21|  -11.74
   87|  218.98|   -4.39
17340|  225.33|   -7.52
 9138|  211.24|   -0.42
 9137|  207.43|    1.54
 9139|  217.92|   -3.79
16763|  231.36|  -10.34
18632|  232.90|  -11.04
16321|  247.37|  -17.03
17841|  238.41|  -13.39
 9140|  207.47|    1.69
18633|  235.05|  -11.87
 9141|  209.11|    0.90
 9142|  208.37|    1.34
 9143|  211.84|   -0.42
 9144|  212.25|   -0.62
 9145|  212.13|   -0.54
15821|  253.71|  -19.14
 9146|  208.27|    1.47
 9147|  207.49|    1.94
 9148|  212.07|   -0.37
   88|  221.00|   -4.88
 9150|  212.85|   -0.72
 9149|  205.54|    3.03
 9151|  211.24|    0.13
 9152|  212.29|   -0.41
 9153|  212.30|   -0.41
 9154|  212.31|   -0.40
18634|  235.22|  -11.64
 9157|  218.56|   -3.55
 9155|  211.77|   -0.07
 9156|  212.59|   -0.47
 9159|  212.57|   -0.44
16189|  212.39|   -0.34
16428|  214.71|   -1.52
 9160|  212.53|   -0.40
 9161|  212.40|   -0.32
 9158|  201.97|    5.01
 9162|  212.05|   -0.12
 9163|  212.18|   -0.18
 9164|  207.18|    2.43
 9166|  212.93|   -0.48
 9165|  205.75|    3.20
 9167|  212.64|   -0.32
18635|  238.78|  -12.99
16564|  198.26|    6.96
14870|  242.36|  -14.49
 9169|  217.67|   -2.85
 9168|  211.82|    0.16
14869|  237.51|  -12.36
15884|  224.03|   -5.99
 9171|  209.32|    1.52
 9173|  212.40|   -0.05
 9172|  206.96|    2.76
   89|  225.44|   -6.60
 9174|  207.88|    2.31
 9170|  191.61|   10.34
14871|  236.11|  -11.61
 9175|  208.40|    2.10
 9179|  220.11|   -3.82
 9180|  217.63|   -2.54
17293|  147.80|   24.88
   90|  224.71|   -6.08
 9178|  211.02|    0.87
 9177|  201.78|    5.59
 9182|  219.76|   -3.54
 9176|  192.51|   10.09
 9181|  215.88|   -1.55
18636|  235.81|  -11.27
14872|  281.74|  -25.53
19600|  219.15|   -3.14
19582|  200.78|    6.19
 9183|  212.68|    0.16
 9184|  208.44|    2.39
 9185|  214.92|   -0.90
 9186|  211.77|    0.75
 9187|  208.46|    2.58
 9189|  217.58|   -2.04
16188|  213.02|    0.31
 9188|  214.35|   -0.37
   91|  233.11|   -9.64
   92|  232.71|   -9.44
15976|  234.88|  -10.39
 9190|  211.18|    1.42
 9191|  214.46|   -0.23
   93|  221.90|   -4.00
 9192|  213.30|    0.39
   94|  231.30|   -8.62
 9193|  211.83|    1.20
17294|  146.42|   25.38
18617|  224.97|   -5.46
   95|  224.98|   -5.44
 9194|  205.58|    4.43
 9196|  211.80|    1.28
 9195|  207.15|    3.68
 9197|  216.64|   -1.15
   97|  225.51|   -5.63
   98|  234.76|  -10.08
   96|  220.26|   -2.95
 9199|  215.03|   -0.27
 9201|  215.14|   -0.32
18618|  225.98|   -5.81
 9200|  213.10|    0.74
 9198|  204.83|    4.96
 9202|  214.87|   -0.08
   99|  222.95|   -4.18
 9203|  218.99|   -2.16
 9205|  216.63|   -0.90
 9204|  212.50|    1.24
 9206|  212.44|    1.28
 9207|  208.52|    3.32
 9208|  214.63|    0.20
18020|  213.83|    0.62
 9209|  213.87|    0.60
16338|  233.16|   -8.99
 9211|  214.97|    0.11
  100|  228.14|   -6.55
14665|  191.72|   11.56
 9210|  208.36|    3.52
16374|  235.59|  -10.10
14799|  234.01|   -9.33
 9212|  217.00|   -0.86
 9213|  217.03|   -0.87
  101|  221.92|   -3.35
  102|  225.03|   -4.91
 9214|  216.28|   -0.43
 9215|  216.31|   -0.44
  104|  228.70|   -6.68
  103|  221.88|   -3.24
  105|  230.82|   -7.69
 9216|  217.19|   -0.83
18637|  239.31|  -11.66
 9217|  216.10|   -0.26
 9218|  216.88|   -0.65
 9219|  207.57|    4.15
16565|  170.30|   20.07
  107|  228.41|   -6.42
15918|  220.81|   -2.57
 9220|  212.21|    1.85
  106|  223.43|   -3.88
 9221|  216.79|   -0.48
  108|  223.31|   -3.79
17842|  232.45|   -8.30
15919|  223.35|   -3.79
 9223|  217.26|   -0.67
 9224|  215.13|    0.44
 9222|  205.29|    5.45
15920|  223.32|   -3.73
  112|  233.35|   -8.69
  109|  224.67|   -4.41
  110|  223.22|   -3.66
15921|  221.19|   -2.62
  111|  225.36|   -4.74
16227|  247.13|  -14.82
 9225|  207.22|    4.53
14001|  233.48|   -8.71
 9227|  217.34|   -0.60
 9226|  214.23|    1.00
 9228|  216.91|   -0.34
 9229|  217.38|   -0.52
17610|  238.42|  -10.91
 9230|  217.01|   -0.29
  113|  221.90|   -2.76
 9231|  217.68|   -0.59
  115|  230.65|   -7.14
16375|  234.18|   -8.84
14873|  238.11|  -10.67
  114|  221.57|   -2.50
 9232|  217.84|   -0.59
 9233|  218.09|   -0.71
  116|  223.99|   -3.69
 9234|  216.42|    0.18
 9236|  216.38|    0.24
  117|  223.97|   -3.64
14800|  239.83|  -11.33
 9238|  217.87|   -0.51
 9239|  217.99|   -0.57
 9237|  216.54|    0.18
19642|  217.04|   -0.06
 9235|  205.17|    6.00
15922|  222.89|   -3.00
 9240|  215.96|    0.57
 9241|  217.88|   -0.38
16566|  207.30|    5.08
 9242|  217.99|   -0.37
16429|  190.31|   13.14
 9243|  218.13|   -0.40
  118|  225.52|   -4.16
17824|  225.44|   -4.11
18678|  218.20|   -0.39
16764|  239.41|  -10.87
  119|  228.33|   -5.52
17341|  231.93|   -7.21
 9244|  209.32|    4.28
14002|  233.72|   -8.03
 9246|  219.13|   -0.68
18619|  226.25|   -4.32
15923|  221.43|   -1.85
 9247|  215.30|    1.32
 9245|  209.23|    4.42
 9248|  216.04|    0.94
 9249|  221.86|   -2.04
  123|  226.41|   -4.34
  120|  221.86|   -2.02
  121|  221.86|   -2.01
18638|  237.27|   -9.65
 9250|  222.17|   -2.16
  122|  222.17|   -2.16
14874|  236.62|   -9.23
15924|  221.41|   -1.63
  124|  222.10|   -1.98
  125|  222.47|   -2.16
15925|  221.35|   -1.56
14801|  216.86|    0.78
  126|  224.15|   -2.96
 9251|  216.85|    0.80
16376|  234.25|   -7.98
18639|  234.39|   -8.00
16916|  251.32|  -15.56
18640|  235.09|   -8.32
  127|  224.17|   -2.85
  128|  223.10|   -2.29
 9253|  215.13|    1.81
 9252|  209.17|    4.86
18642|  237.67|   -9.51
  129|  223.09|   -2.26
 9254|  217.07|    0.90
15926|  222.35|   -1.82
  130|  225.83|   -3.59
18643|  239.55|  -10.30
 9255|  213.74|    2.68
  131|  222.40|   -1.75
17701|  225.09|   -3.11
  132|  228.76|   -4.96
18644|  233.40|   -7.26
15927|  224.41|   -2.73
  133|  228.93|   -5.03
 9256|  218.01|    0.61
17702|  224.44|   -2.68
14803|  235.55|   -8.23
 9257|  218.56|    0.37
  134|  222.41|   -1.60
  135|  223.61|   -2.21
15928|  224.23|   -2.52
18645|  239.06|   -9.88
17703|  224.63|   -2.72
19667|  269.54|  -21.60
14802|  216.74|    1.41
17704|  223.82|   -2.24
  138|  235.38|   -8.03
18646|  240.17|  -10.30
  137|  224.77|   -2.68
  136|  222.76|   -1.63
 9258|  204.67|    7.57
16276|  236.76|   -8.64
15803|  228.25|   -4.41
 9259|  214.22|    2.81
17234|  237.29|   -8.87
 9261|  222.48|   -1.44
 9260|  217.90|    0.93
17186|  224.65|   -2.54
17705|  224.56|   -2.48
17381|  224.65|   -2.53
17706|  224.65|   -2.52
15929|  223.36|   -1.85
18647|  238.99|   -9.64
15930|  225.30|   -2.82
 9263|  213.42|    3.29
 9262|  207.00|    6.56
17707|  224.45|   -2.34
  139|  222.73|   -1.45
 9264|  219.12|    0.44
  140|  223.71|   -1.90
  141|  222.14|   -1.05
  142|  222.17|   -1.05
